number,name,imageUrl,rarity,attr_country,attr_team_code,attr_group,attr_type,attr_set,attr_year
00,Panini Logo,,,,FWC,,Special,Official Sticker Collection,2026
FWC 1,Official Emblem 1/2,,,,FWC,,Special,Official Sticker Collection,2026
FWC 2,Official Emblem 2/2,,,,FWC,,Special,Official Sticker Collection,2026
FWC 3,Official Mascots,,,,FWC,,Special,Official Sticker Collection,2026
FWC 4,Official Slogan,,,,FWC,,Special,Official Sticker Collection,2026
FWC 5,Official Ball,,,,FWC,,Special,Official Sticker Collection,2026
FWC 6,Canada,,,,FWC,,Special,Official Sticker Collection,2026
FWC 7,Mexico,,,,FWC,,Special,Official Sticker Collection,2026
FWC 8,USA,,,,FWC,,Special,Official Sticker Collection,2026
MEX 1,Emblem,,,Mexico,MEX,A,Emblem,Official Sticker Collection,2026
MEX 2,Luis Malagón,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 3,Johan Vasquez,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 4,Jorge Sánchez,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 5,Cesar Montes,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 6,Jesus Gallardo,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 7,Israel Reyes,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 8,Diego Lainez,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 9,Carlos Rodriguez,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 10,Edson Alvarez,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 11,Orbelin Pineda,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 12,Marcel Ruiz,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 13,Team Photo,,,Mexico,MEX,A,Team Photo,Official Sticker Collection,2026
MEX 14,Érick Sánchez,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 15,Hirving Lozano,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 16,Santiago Giménez,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 17,Raúl Jiménez,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 18,Alexis Vega,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 19,Roberto Alvarado,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
MEX 20,Cesar Huerta,,,Mexico,MEX,A,Player,Official Sticker Collection,2026
RSA 1,Emblem,,,South Africa,RSA,A,Emblem,Official Sticker Collection,2026
RSA 2,Ronwen Williams,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 3,Sipho Chaine,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 4,Aubrey Modiba,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 5,Samukele Kabini,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 6,Mbekezeli Mbokazi,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 7,Khulumani Ndamane,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 8,Siyabonga Ngezana,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 9,Khuliso Mudau,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 10,Nkosinathi Sibisi,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 11,Teboho Mokoena,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 12,Thalente Mbatha,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 13,Team Photo,,,South Africa,RSA,A,Team Photo,Official Sticker Collection,2026
RSA 14,Bathusi Aubaas,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 15,Yaya Sithole,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 16,Sipho Mbule,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 17,Lyle Foster,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 18,Iqraam Rayners,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 19,Mohau Nkota,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
RSA 20,Oswin Appollis,,,South Africa,RSA,A,Player,Official Sticker Collection,2026
KOR 1,Emblem,,,Korea Republic,KOR,A,Emblem,Official Sticker Collection,2026
KOR 2,Hyeon-woo Jo,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 3,Seung-Gyu Kim,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 4,Min-jae Kim,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 5,Yu-min Cho,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 6,Young-woo Seol,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 7,Han-beom Lee,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 8,Tae-seok Lee,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 9,Myung-jae Lee,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 10,Jae-sung Lee,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 11,In-beom Hwang,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 12,Kang-in Lee,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 13,Team Photo,,,Korea Republic,KOR,A,Team Photo,Official Sticker Collection,2026
KOR 14,Seung-ho Paik,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 15,Jens Castrop,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 16,Dongg-yeong Lee,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 17,Gue-sung Cho,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 18,Heung-min Son,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 19,Hee-chan Hwang,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
KOR 20,Hyeon-Gyu Oh,,,Korea Republic,KOR,A,Player,Official Sticker Collection,2026
CZE 1,Emblem,,,Czechia,CZE,A,Emblem,Official Sticker Collection,2026
CZE 2,Matej Kovar,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 3,Jindrich Stanek,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 4,Ladislav Krejci,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 5,Vladimir Coufal,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 6,Jaroslav Zeleny,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 7,Tomas Holes,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 8,David Zima,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 9,Michal Sadilek,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 10,Lukas Provod,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 11,Lukas Cerv,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 12,Tomas Soucek,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 13,Team Photo,,,Czechia,CZE,A,Team Photo,Official Sticker Collection,2026
CZE 14,Pavel Sulc,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 15,Matej Vydra,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 16,Vasil Kusej,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 17,Tomas Chory,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 18,Vaclav Cerny,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 19,Adam Hlozek,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CZE 20,Patrik Schick,,,Czechia,CZE,A,Player,Official Sticker Collection,2026
CAN 1,Emblem,,,Canada,CAN,B,Emblem,Official Sticker Collection,2026
CAN 2,Dayne St.Clair,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 3,Alphonso Davies,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 4,Alistair Johnston,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 5,Samuel Adekugbe,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 6,Richie Laryea,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 7,Derek Cornelius,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 8,Moïse Bombito,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 9,Kamal Miller,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 10,Stephen Eustáquio,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 11,Ismaël Koné,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 12,Jonathan Osorio,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 13,Team Photo,,,Canada,CAN,B,Team Photo,Official Sticker Collection,2026
CAN 14,Jacob Shaffelburg,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 15,Mathieu Choinière,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 16,Niko Sigur,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 17,Tajon Buchanan,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 18,Liam Millar,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 19,Cyle Larin,,,Canada,CAN,B,Player,Official Sticker Collection,2026
CAN 20,Jonathan David,,,Canada,CAN,B,Player,Official Sticker Collection,2026
BIH 1,Emblem,,,Bosnia and Herzegovina,BIH,B,Emblem,Official Sticker Collection,2026
BIH 2,Nikola Vasilj,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 3,Amer Dedic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 4,Sead Kolasinac,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 5,Tarik Muharemovic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 6,Nihad Mujakic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 7,Nikola Katic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 8,Amir Hadziahmetovic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 9,Benjamin Tahirovic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 10,Armin Gigovic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 11,Ivan Sunjic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
BIH 12,Ivan Basic,,,Bosnia and Herzegovina,BIH,B,Player,Official Sticker Collection,2026
